gene_id	gene_name	HD1	HD2	HD3	HND1	HND2	HND3
ENSG00000082212	ME2	81.684	612.001	600.449	159.602	747.002	20.255
ENSG00000082213	C5orf22	234.919	572	209.7	62.679	503	60.657
ENSG00000082258	CCNT2	316.882	1213	235.723	187.753	1317	125.767
ENSG00000082269	FAM135A	734.875	2225	920.474	144.832	1923	335.076
ENSG00000082293	COL19A1	52.229	3	246.597	235.375	6	268.599
ENSG00000082397	EPB41L3	1356.49	289	283.599	433.722	425	88.486
ENSG00000082438	COBLL1	196.715	5083	150.498	110.126	4036.001	277.959
ENSG00000082458	DLG3	17.835	2549.002	362.321	19.613	2029.999	78.109
ENSG00000082482	KCNK2	115.829	6	187.369	69.169	0	347.834
ENSG00000082497	SERTAD4	182.115	460.001	724.608	119.645	426	295.943
ENSG00000082512	TRAF5	57.211	52.001	372.668	442.032	98.999	176.221
ENSG00000082515	MRPL22	481.573	206.999	518.355	478.224	258	241.478
ENSG00000082516	GEMIN5	283.488	934	219.544	241.737	821	92.453
ENSG00000082556	OPRK1	183.473	0	129.219	63.135	1	30.288
ENSG00000082641	NFE2L1	32.522	13054	405.374	255.069	12314	504.425
ENSG00000082684	SEMA5B	175.881	4	93.728	317.17	15	183.202
ENSG00000082701	GSK3B	77.146	5041.999	111.968	45.539	3588	195.135
ENSG00000082781	ITGB5	155.141	3347.001	93.531	11.29	3717.999	265.185
ENSG00000082805	ERC1	276.838	3900	120.044	55.113	3480.999	20.431
ENSG00000082898	XPO1	203.186	2912	575.083	522.487	2813.999	210.891
ENSG00000082929	LINC01587	339.747	1	372.944	160.515	4	607.974
ENSG00000082996	RNF13	266.357	2668.002	323.303	218.312	2574	90.195
ENSG00000083067	TRPM3	454.155	2134	304.104	72.138	1508	357.824
ENSG00000083093	PALB2	127.069	645.001	5.041	16.327	629	112.197
ENSG00000083097	DOP1A	133.044	1512	335.685	349.594	1381	68.62
ENSG00000083099	LYRM2	362.093	1111	867.761	257.455	738.999	277.004
ENSG00000083123	BCKDHB	342.871	1064	173.245	21.001	867	450.041
ENSG00000083168	KAT6A	120.38	4187	594.566	43.57	4150	31.694
ENSG00000083223	TUT7	97.601	1853	94.025	147.684	1882	213.651
ENSG00000083290	ULK2	515.619	760.001	132.733	356.927	614.999	28.675
ENSG00000083307	GRHL2	566.093	4169	238.364	203.115	3775	638.121
ENSG00000083312	TNPO1	270.616	4553.998	54.3	496.161	5046.002	619.035
ENSG00000083444	PLOD1	381.555	2381.999	265.932	196.925	2608	402.361
ENSG00000083454	P2RX5	124.266	0	252.142	649.143	4.723	258.235
ENSG00000083457	ITGAE	293.583	153	156.635	74.282	142	282.722
ENSG00000083520	DIS3	146.157	1508	267.605	339.55	1346.001	22.103
ENSG00000083535	PIBF1	292.301	530	107.284	1001.207	580	458.207
ENSG00000083544	TDRD3	693.881	1206.999	216.152	84.915	1134.999	142.45
ENSG00000083622	ENSG00000083622	252.093	0	141.184	74.536	0	244.543
ENSG00000083635	NUFIP1	231.259	316.972	107.766	93.664	246	160.251
ENSG00000083642	PDS5B	305.665	1693	119.997	190.378	1607.001	11.343
ENSG00000083720	OXCT1	59.149	1598	387.005	170.094	1434	174.305
ENSG00000083750	RRAGB	38.298	223.999	203.762	49.629	249	367.407
ENSG00000083782	EPYC	32.294	3	426.291	128.26	3	474.194
ENSG00000083799	CYLD	23.343	2551.001	295.722	91.025	2156.999	41.024
ENSG00000083807	SLC27A5	188.094	66.999	330.6	243.117	36	533.035
ENSG00000083812	ZNF324	353.118	523.327	508.175	388.44	504.249	391.5
ENSG00000083814	ZNF671	15.616	146	139.458	83.538	95	127.479
ENSG00000083817	ZNF416	204.897	325	82.887	311.112	251	240.713
ENSG00000083828	ZNF586	55.034	321.168	105.499	161.403	264.709	72.193
ENSG00000083838	ZNF446	291.318	368.57	200.284	171.892	314.943	14.67
ENSG00000083844	ZNF264	16.989	3128	239.25	439.107	2061.978	564.425
ENSG00000083845	RPS5	37.207	6152.001	98.5	340.127	5525	464.15
ENSG00000083857	FAT1	153.449	50917.999	224.134	187.044	30095	164.462
ENSG00000083896	YTHDC1	116.5	2125	277.021	184.285	1981.001	250.214
ENSG00000083937	CHMP2B	130.782	1173	149.979	469.604	1126.999	777.218
ENSG00000084070	SMAP2	197.794	497	106.33	66.145	537	129.24
ENSG00000084072	PPIE	585.093	774.001	279.998	52.939	584.999	79.976
ENSG00000084073	ZMPSTE24	521.638	1941.001	68.793	752.295	1313	120.147
ENSG00000084090	STARD7	763.343	2331	64.145	418.836	1724	163.425
ENSG00000084092	NOA1	369.891	834	52.114	128.123	607	120.12
ENSG00000084093	REST	118.005	3420.999	26.301	614.875	2519.001	158.357
ENSG00000084110	HAL	122.362	5	360.932	122.452	2	198.308
ENSG00000084112	SSH1	115.385	2246	88.905	318.682	1446	271.525
ENSG00000084207	GSTP1	109.035	20853	719.605	286.249	14702	471.829
ENSG00000084234	APLP2	94.93	21902.998	153.487	302.493	18090	283.573
ENSG00000084444	FAM234B	271.221	640.999	328.082	224.527	335	128.709
ENSG00000084453	SLCO1A2	307.435	0	456.338	240.081	1	148.601
ENSG00000084463	WBP11	294.405	2070.999	83.825	167.414	1869	134.006
ENSG00000084623	EIF3I	620.957	2050.001	179.33	141.233	1861	213.709
ENSG00000084628	NKAIN1	240.42	5	200.69	148.483	4	365.415
ENSG00000084636	COL16A1	106.459	1234	258.128	168.506	2188	56.296
ENSG00000084652	TXLNA	90.201	3385	111.503	196.107	2330	89.137
ENSG00000084674	APOB	56.743	4	24.543	204.946	24	173.008
ENSG00000084676	NCOA1	283.362	2244.001	421.297	195.136	2451.001	166.172
ENSG00000084693	AGBL5	121.426	381	337.722	271.011	332.999	782.496
ENSG00000084710	EFR3B	215.831	155	5.856	104.213	280	177.601
ENSG00000084731	KIF3C	96.308	279	178.509	423.553	187	26.815
ENSG00000084733	RAB10	44.875	3924	358.621	814.655	3925.001	94.779
ENSG00000084734	GCKR	271.068	4	276.893	103.125	0	161.623
ENSG00000084754	HADHA	422.29	3453.001	397.63	233.829	3577	67.358
ENSG00000084764	MAPRE3	68.773	323	109.538	62.285	336.999	141.092
ENSG00000084774	CAD	34.321	1398.999	173.241	85.36	915	128.761
ENSG00000085063	CD59	539.919	7597.86	57.189	112.614	5915.303	197.29
ENSG00000085117	CD82	201.923	7202.001	838.187	30.676	6148.001	192.024
ENSG00000085185	BCORL1	171.595	806.001	152.062	18.974	620	323.957
ENSG00000085224	ATRX	188.637	5697.997	58.732	72.607	4822	40.506
ENSG00000085231	AK6	31.245	174.145	281.837	277.519	144.191	2.663
ENSG00000085265	FCN1	68.464	0	20.181	136.45	4	94.086
ENSG00000085274	MYNN	154.747	489	118.602	186.154	407	346.97
ENSG00000085276	MECOM	381.287	33	33.064	563.337	173	23.267
ENSG00000085365	SCAMP1	494.799	1232.001	232.311	367.245	1079	199.344
ENSG00000085377	PREP	553.142	1289	85.73	644.354	1039	182.491
ENSG00000085382	HACE1	141.026	411.001	159.939	40.716	353	221.874
ENSG00000085415	SEH1L	93.042	1047.999	70.33	721.203	840	160.482
ENSG00000085433	WDR47	113.803	1063	19.998	134.3	1224	92.292
ENSG00000085449	WDFY1	136.204	2245.14	185.441	364.112	1885.094	31.486
ENSG00000085465	OVGP1	56.778	15	97.101	392.675	34	152.383
ENSG00000085491	SLC25A24	131.567	1592.999	229.655	182.251	1472.001	460.494
ENSG00000085511	MAP3K4	164.946	1129	52.202	68.004	945	738.004
ENSG00000085514	PILRA	105.237	14	230.445	25.524	49	51.566
ENSG00000085552	IGSF9	370.237	1385	464.272	390.029	1253.999	784.577
ENSG00000085563	ABCB1	8.839	27	166.55	262.746	64	56.724
ENSG00000085644	ZNF213	433.343	637.332	21.553	2.695	480	164.901
ENSG00000085662	AKR1B1	159.272	1789.999	35.24	203.613	1336.999	176.795
ENSG00000085719	CPNE3	207.062	4246.002	2.823	94.067	3519	509.145
ENSG00000085721	RRN3	136.664	1565.013	850.64	285.86	1446.588	436.641
ENSG00000085733	CTTN	19.055	6146	107.08	52.698	5406.001	137.551
ENSG00000085741	WNT11	134.621	1	267.576	420.866	3	355.711
ENSG00000085760	MTIF2	288.215	592	636.962	322.158	396	152.536
ENSG00000085788	DDHD2	153.011	914.001	54.913	18.237	921	471.4
ENSG00000085831	TTC39A	352.387	13	732.275	91.507	56.999	206.232
ENSG00000085832	EPS15	179.615	2909.001	180.848	632.47	2549.999	269.355
ENSG00000085840	ORC1	186.4	60	80.575	58.8	74	47.243
ENSG00000085871	MGST2	174.344	786	225.535	241.18	662	296.942
ENSG00000085872	CHERP	67.548	1775.929	186.809	137.719	1483	65.091
ENSG00000085978	ATG16L1	494.03	697.999	619.764	279.143	639.001	586.679
ENSG00000085982	USP40	85.597	1011	286.606	128.973	878	57.679
ENSG00000085998	POMGNT1	620.151	1546	482.48	228.106	982	128.795
ENSG00000085999	RAD54L	261.561	32	106.289	537.597	15	519.587
ENSG00000086015	MAST2	170.925	838.001	248.328	204.304	702.001	18.614
ENSG00000086061	DNAJA1	1.028	1586	34.417	115.175	1367	479.948
ENSG00000086062	B4GALT1	260.444	3296	208.303	312.108	4271	183.443
ENSG00000086065	CHMP5	191.575	1590	177.554	31.984	1317	99.306
ENSG00000086102	NFX1	280.902	1735	223.191	296.798	1706	290.24
ENSG00000086159	AQP6	544.187	3	53.061	98.368	5	201.537
ENSG00000086189	DIMT1	80.017	286.003	148.385	332.604	273.998	687.234
ENSG00000086200	IPO11	66.583	617	118.318	435.513	544	193.465
ENSG00000086205	FOLH1	108.405	19	142.327	54.157	31.92	342.271
ENSG00000086232	EIF2AK1	440.685	3178	234.761	72.586	2764	1020.286
ENSG00000086288	NME8	261.84	0	39.121	367.539	0	98.092
ENSG00000086289	EPDR1	384.322	81	126.952	359.169	94	109.476
ENSG00000086300	SNX10	367.533	29	308.756	159.543	34	248.988
ENSG00000086475	SEPHS1	163.837	1452	73.96	414.769	942.001	50.945
ENSG00000086504	MRPL28	177.375	576.102	241.824	233.472	466.999	74.146
ENSG00000086506	HBQ1	115.828	0	110.195	167.693	0	31.495
ENSG00000086544	ITPKC	748.142	2339.999	34.424	137.29	2236.001	274.202
ENSG00000086548	CEACAM6	508.044	857	108.399	43.634	583	293.611
ENSG00000086570	FAT2	105.537	7470	53.488	525.816	7788	266.033
ENSG00000086589	RBM22	416.89	949.002	90.362	42.259	824	65.276
ENSG00000086598	TMED2	84.177	4979	267.016	175.818	4347	167.987
ENSG00000086619	ERO1B	77.052	185.998	456.78	42.053	213	305.66
ENSG00000086666	ZFAND6	150.953	1356.001	297.562	626.848	1006.001	194.735
ENSG00000086696	HSD17B2	183.885	955	397.063	266.693	391.999	131.291
ENSG00000086712	TXLNG	92.519	368	81.38	190.437	358	353.476
ENSG00000086717	PPEF1	105.871	3	362.917	124.651	9	96.997
ENSG00000086730	LAT2	303.069	20	666.742	245.714	27	357.566
ENSG00000086758	HUWE1	452.681	14669.002	511.907	788.969	11359.001	253.297
ENSG00000086827	ZW10	187.372	540	155.525	305.582	522	274.746
ENSG00000086848	ALG9	131.819	558.783	44.57	205.765	404.001	698.306
ENSG00000086967	MYBPC2	522.173	1	268.757	59.215	0	122.228
ENSG00000086991	NOX4	280.6	2	274.047	55.654	13	723.553
ENSG00000087008	ACOX3	185.534	1001	247.135	157.779	513.999	607.843
ENSG00000087053	MTMR2	20.829	912.999	351.325	217.643	841.998	135.348
ENSG00000087074	PPP1R15A	220.617	1715.999	220.749	103.149	1125	404.452
ENSG00000087076	HSD17B14	92.871	60	297.727	176.496	64	137.578
ENSG00000087077	TRIP6	393.493	2287.999	50.539	300.781	2343	25.56
ENSG00000087085	ACHE	118.3	8	123.658	110.987	20.001	91.076
ENSG00000087086	FTL	244.56	15994	224.492	287.624	16585.683	181.268
ENSG00000087087	SRRT	18.197	1304	49.436	29.541	1448	344.703
ENSG00000087088	BAX	127.464	386	52.701	269.865	325.998	46.024
ENSG00000087095	NLK	430.408	3020	175.175	271.905	2096	118.88
ENSG00000087111	PIGS	135.314	1942	136.592	184.6	1265.001	5.858
ENSG00000087116	ADAMTS2	1298.723	82.001	110.735	151.61	65	42.187
ENSG00000087128	TMPRSS11E	484.345	0	6.151	276.231	0	155.539
ENSG00000087152	ATXN7L3	49.412	2316	260.34	9.369	1480	100.36
ENSG00000087157	PGS1	358.171	690	402.027	147.757	673	266.613
ENSG00000087191	PSMC5	83.596	2346	143.436	195.539	1776.998	331.946
ENSG00000087206	UIMC1	463.901	516.001	90.86	362.723	565	79.638
ENSG00000087237	CETP	44.529	0	267.337	124.01	0	191.396
ENSG00000087245	MMP2	57.373	1577.999	322.957	31.174	2362.984	47.957
ENSG00000087250	MT3	282.978	0	247.342	46.852	1	69.923
ENSG00000087253	LPCAT2	59.488	447	163.528	658.593	459	150.292
ENSG00000087258	GNAO1	79.243	69	455.621	46.404	77	223.865
ENSG00000087263	OGFOD1	535.325	1003.001	279.541	378.837	909.999	311.338
ENSG00000087266	SH3BP2	330.944	791.998	795.559	21.217	1358.999	146.715
ENSG00000087269	NOP14	274.318	1068	40.372	495.531	988	83.84
ENSG00000087274	ADD1	227.302	4001.002	156.058	161.413	4010.998	131.244
ENSG00000087299	L2HGDH	47.25	846.963	640.763	261.925	556.972	240.617
ENSG00000087301	TXNDC16	184.971	277.001	165.851	409.868	325.999	179.819
ENSG00000087302	RTRAF	414.184	1105	93.975	243.471	899.999	61.602
ENSG00000087303	NID2	326.057	62	29.701	221.205	85	264.277
ENSG00000087338	GMCL1	68.982	808	14.99	259.825	462	13.769
ENSG00000087365	SF3B2	84.274	3804.999	219.377	222.366	3378.001	293.731
ENSG00000087448	KLHL42	82.632	1781	308.303	48.396	1320	64.69
ENSG00000087460	GNAS	24.566	11495	30.074	61.262	11423	78.21
ENSG00000087470	DNM1L	120.586	1370.001	101.088	327.694	1212.999	166.173
ENSG00000087494	PTHLH	990.058	15	89.309	645.454	71	213.55
ENSG00000087495	PHACTR3	55.063	14	484.478	109.371	20	298.066
ENSG00000087502	ERGIC2	216.898	947.999	473.438	155.143	716.998	176.597
ENSG00000087510	TFAP2C	116.763	1734	108.786	291.024	1283	79.9
ENSG00000087586	AURKA	59.425	126	119.197	217.756	58	539.975
ENSG00000087589	CASS4	66.897	6	406.39	98.867	31	422.094
ENSG00000087842	PIR	24.471	755	9.763	87.089	1661	511.058
ENSG00000087884	AAMDC	93.161	179.001	79.256	117.182	166	140.024
ENSG00000087903	RFX2	137.9	157.214	372.716	439.691	292	52.607
ENSG00000087995	METTL2A	146.394	716.915	38.718	194.914	496.582	911.327
ENSG00000088002	SULT2B1	42.827	325	455.007	310.415	588	219.585
ENSG00000088035	ALG6	872.299	223	130.944	27.141	175	241.238
ENSG00000088038	CNOT3	194.112	1097	281.467	206.252	1035.998	156.087
ENSG00000088053	GP6	48.157	5	187.761	170.251	12.733	80.228
ENSG00000088179	PTPN4	50.908	782	58.44	14.163	609	66.713
ENSG00000088205	DDX18	219.271	1692	269.278	302.663	1624.999	145.216
ENSG00000088247	KHSRP	396.188	3579	37.378	8.433	3588.999	110.826
ENSG00000088256	GNA11	11.441	2923	316.604	221.458	2422.999	306.158
ENSG00000088280	ASAP3	380.875	1353.999	68.941	538.394	1167.999	158.538
ENSG00000088298	EDEM2	255.56	415	163.244	212.449	281	521.025
ENSG00000088305	DNMT3B	152.889	40	147.993	359.698	41	146.652
ENSG00000088320	REM1	336.988	2	193.545	76.742	8	405.793
ENSG00000088325	TPX2	117.109	213	28.551	31.225	217	223.256
ENSG00000088340	FER1L4	533.256	0	124.61	173.401	0	358.954
ENSG00000088356	PDRG1	166.321	351	75.365	467.955	222	101.73
ENSG00000088367	EPB41L1	96.543	4984	253.14	365.896	5151.003	21.84
ENSG00000088386	SLC15A1	358.607	28	13.388	58.888	4	154.317
ENSG00000088387	DOCK9	259.743	6322.998	291.408	178.477	4767.999	759.339
ENSG00000088448	ANKRD10	173.243	1103.999	259.318	73.038	868.998	172.52
ENSG00000088451	TGDS	134.174	95.999	130.604	149.979	104	304.674
ENSG00000088538	DOCK3	75.682	475	62.228	68.472	329	68.733
ENSG00000088543	C3orf18	73.63	207	24.831	195.141	159	22.706
ENSG00000088682	COQ9	142.134	669	59.088	381.66	564	387.228
ENSG00000088726	TMEM40	221.528	357	20.972	385.768	531	181.458
ENSG00000088727	KIF9	112.606	88	265.441	148.265	61	112.724
ENSG00000088756	ARHGAP28	69.494	79	6.834	251.118	177	344.161
ENSG00000088766	CRLS1	449.271	473.001	236.373	222.21	365.001	54.978
ENSG00000088782	DEFB127	73.287	0	331.593	231.553	0	259.314
ENSG00000088808	PPP1R13B	68.306	2097	183.2	76.116	2153.001	640.653
ENSG00000088812	ATRN	638.459	5195	192.32	130.184	3662	144.851
ENSG00000088826	SMOX	275.407	34	217.151	573.647	69	6.464
ENSG00000088827	SIGLEC1	74.534	19	48.309	43.607	26	158.683
ENSG00000088832	FKBP1A	278.341	2839.652	282.696	58.915	2278.277	112.697
ENSG00000088833	NSFL1C	37.86	1684	46.096	138.371	1421.002	4.163
ENSG00000088836	SLC4A11	206.575	1909.998	240.472	205.87	1841.999	158.738
ENSG00000088854	DNAAF9	220.617	614	509.819	350.409	592	197.89
ENSG00000088876	ZNF343	259.505	302.807	134.185	361.66	264	338.746
ENSG00000088881	EBF4	251.114	119	426.521	264.158	125.001	481.1
ENSG00000088882	CPXM1	203.033	1	99.64	15.281	21	201.592
ENSG00000088888	MAVS	256.854	2655	98.033	234.974	1519	51.42
ENSG00000088899	LZTS3	24.357	493	133.929	94.883	291	69.853
ENSG00000088926	F11	224.887	1	398.287	205.165	1	130.998
ENSG00000088930	XRN2	231.853	1798	645.389	181.98	1708	145.297
ENSG00000088970	KIZ	286.168	430	395.49	181.76	333.999	200.7
ENSG00000088986	DYNLL1	97.827	1401.001	112.175	263.234	1280.001	285.41
ENSG00000088992	TESC	186.388	0	220.716	421.533	7	63.605
ENSG00000089006	SNX5	40.989	1267.999	25.386	162.163	1120	303.97
ENSG00000089009	RPL6	218.446	8232.448	346.483	26.378	6218.258	190.328
ENSG00000089012	SIRPG	401.164	0	256.853	64.828	2	971.712
ENSG00000089022	MAPKAPK5	95.657	1083	75.706	301.255	899.999	466.732
ENSG00000089041	P2RX7	111.231	330	74.332	232.856	282	97.627
ENSG00000089048	ESF1	218.517	492	398.789	168.772	382	229.583
ENSG00000089050	RBBP9	446.766	1236	394.371	135.98	890.001	214.915
ENSG00000089053	ANAPC5	516.167	1857.998	356.203	361.169	1840	253.227
ENSG00000089057	SLC23A2	48.609	4961	43.772	153.123	3001	147.637
ENSG00000089060	SLC8B1	148.351	1091	442.05	173.716	848.001	410.767
ENSG00000089063	TMEM230	179.354	1126.001	362.745	236.344	1144.999	150.172
ENSG00000089091	DZANK1	286.299	113	593.032	412.99	92	40.037
ENSG00000089094	KDM2B	132.06	686.999	690.015	362.189	525	234.014
ENSG00000089101	CFAP61	25.125	1	206.303	197.989	3	345.168
ENSG00000089116	LHX5	524.673	1	196.601	298.612	0	301.917
ENSG00000089123	TASP1	111.502	274.001	317.073	469.527	253	374.365
ENSG00000089127	OAS1	348.021	1567.998	305.74	337.772	1336	384.223
ENSG00000089154	GCN1	156.032	3900.001	114.656	184.59	2971	371.179
ENSG00000089157	RPLP0	168.823	23059.968	322.51	8.773	17990.413	113.985
ENSG00000089159	PXN	295.221	4319.001	64.031	155.075	3833.001	191.685
ENSG00000089163	SIRT4	39.224	35	203.983	61.884	13	146.258
ENSG00000089169	RPH3A	593.195	3	254.318	25.275	0	769.043
ENSG00000089177	KIF16B	273.076	1048	160.008	365.735	1005	156.595
ENSG00000089195	TRMT6	486.668	389	531.458	49.298	382	341.629
ENSG00000089199	CHGB	180.063	6	287.517	258.423	23	67.599
ENSG00000089220	PEBP1	410.297	9636.998	46.243	272.146	7616	573.531
ENSG00000089225	TBX5	22.312	0	125.664	249.152	0	67.339
ENSG00000089234	BRAP	66.34	982	44.967	196.145	812	112.156
ENSG00000089248	ERP29	25.013	1917	453.118	70.89	1688	21.601
ENSG00000089250	NOS1	186.903	935	406.961	96.681	530	273.743
ENSG00000089280	FUS	257.552	1501.999	154.652	371.527	2201.001	366.543
ENSG00000089289	IGBP1	306.571	949	175.007	131.996	997	335.303
ENSG00000089327	FXYD5	51.942	757.999	238.15	18.262	764	117.753
ENSG00000089335	ZNF302	20.219	633	297.297	48.901	471.691	153.418
ENSG00000089351	GRAMD1A	12.607	366.999	211.962	27.971	383	13.784
ENSG00000089356	FXYD3	810.27	4163	253.235	717.134	3911.999	106.97
ENSG00000089472	HEPH	188.699	697	230.505	67.882	1005	243.212
ENSG00000089486	CDIP1	196.057	1271.001	53.67	193.152	663.999	388.316
ENSG00000089505	CMTM1	419.269	28	115.502	102.488	20	139.166
ENSG00000089558	KCNH4	49.784	1	432.86	712.862	0	46.055
ENSG00000089597	GANAB	377.562	9478.999	126.617	49.073	8918	704.844
ENSG00000089639	GMIP	247.269	401	346.944	309.403	378.999	303.761
ENSG00000089682	RBM41	421.772	911	60.88	865.323	724.001	545.849
ENSG00000089685	BIRC5	536.044	149	273.742	309.935	89	236.006
ENSG00000089692	LAG3	224.254	2	740.03	364.48	9	511.368
ENSG00000089693	MLF2	623.488	3493.001	350.374	225.209	3303.998	133.652
ENSG00000089723	OTUB2	116.504	140	146.302	157.087	115	95.28
ENSG00000089737	DDX24	107.012	4577	373.566	61.57	5096.001	342.812
ENSG00000089775	ZBTB25	27.25	495	41.668	30.532	421	168.333
ENSG00000089818	NECAP1	86.837	988.805	89.666	202.019	867	279.533
ENSG00000089820	ARHGAP4	53.019	46	52.637	52.056	70	377.837
ENSG00000089847	ANKRD24	872.292	68	348.548	313.051	41	558.507
ENSG00000089876	DHX32	167.264	1168.999	69.126	651.1	1086.999	219.298
ENSG00000089902	RCOR1	46.779	2026	35.968	93.792	1700	156.902
ENSG00000089916	GPATCH2L	229.163	1653	267.097	228.361	1290.999	9.862
ENSG00000090006	LTBP4	232.96	3033	76.427	143.661	3583.998	187.687
ENSG00000090013	BLVRB	72.487	675	447.636	384.287	682	93.146
ENSG00000090020	SLC9A1	54.458	2532	277.537	264.094	3795	95.953
ENSG00000090054	SPTLC1	226.943	2022.755	97.186	119.337	1579	356.826
ENSG00000090060	PAPOLA	111.165	3995.001	267.091	116.861	3592	308.038
ENSG00000090061	CCNK	103.315	1121	795.525	490.663	998.001	550.568
ENSG00000090097	PCBP4	30.647	450.999	94.405	255.979	458.999	298.62
ENSG00000090104	RGS1	164.088	60	176.185	150.529	762	331.55
ENSG00000090238	YPEL3	262.547	1287	78.018	297.24	839.001	116.992
ENSG00000090263	MRPS33	79.853	453.999	616.17	363.162	332	157.862
ENSG00000090266	NDUFB2	274.52	658	166.012	96.09	557.001	282.887
ENSG00000090273	NUDC	67.664	916	86.505	468	855	127.957
ENSG00000090316	MAEA	46.501	1637	46.337	112.261	1544.999	126.138
ENSG00000090339	ICAM1	196.993	372	337.331	39.049	346	217.915
ENSG00000090372	STRN4	103.721	2364.001	160.025	174.423	2145.998	453.22
ENSG00000090376	IRAK3	166.347	208	29.604	425.497	353	325.033
ENSG00000090382	LYZ	157.36	104	75.821	29.207	117	478.018
ENSG00000090402	SI	68.496	0	115.358	642.787	0	84.293
ENSG00000090432	MUL1	130.969	1104	69.182	257.394	993	225.798
ENSG00000090447	TFAP4	320.562	488.001	230.115	583.996	341.001	202.156
ENSG00000090470	PDCD7	262.63	673	358.331	90.663	521	117.053
ENSG00000090487	SPG21	104.935	1091.999	382.843	96.291	870	69.498
ENSG00000090512	FETUB	101.776	1	212.099	31.768	0	383.155
ENSG00000090520	DNAJB11	284.561	617	943.109	38.825	538.802	229.741
ENSG00000090530	P3H2	646.715	1165	205.977	184.194	1509	152.054
ENSG00000090534	THPO	327.561	0	75.073	134.944	3	158.92
ENSG00000090539	CHRD	145.414	159.999	68.705	33.089	172.001	70.04
ENSG00000090554	FLT3LG	277.808	68	355.522	486.125	83.999	318.061
ENSG00000090565	RAB11FIP3	322.43	695.999	20.608	276.334	509	60.959
ENSG00000090581	GNPTG	247.989	1039	2.581	371.854	932.999	362.111
ENSG00000090612	ZNF268	48.751	1592	264.121	405.083	1218	52.058
ENSG00000090615	GOLGA3	79.657	5547	50.868	1018.572	3657.998	147.08
ENSG00000090621	PABPC4	286.775	2203.001	340.66	442.391	1855	125.331
ENSG00000090659	CD209	85.46	4	38.531	476.034	14	273.598
ENSG00000090661	CERS4	95.896	238	318.038	403.064	501	613.623
ENSG00000090674	MCOLN1	116.166	365.834	26.772	159.046	300.93	200.184
ENSG00000090686	USP48	60.809	1162.999	328.993	1226.899	1036	2.216
ENSG00000090776	EFNB1	43.738	1516	78.892	22.446	1279	121.822
ENSG00000090857	PDPR	157.055	2432.966	423.568	454.166	1042.368	69.96
ENSG00000090861	AARS1	264.351	1714.999	26.549	24.557	1939	512.906
ENSG00000090863	GLG1	161.587	9018.001	212.466	147.513	6734.999	114.287
ENSG00000090889	KIF4A	234.595	72	525.926	29.381	67	90.255
ENSG00000090905	TNRC6A	15.113	2808	506.658	185.99	2587.999	202.766
ENSG00000090924	PLEKHG2	328.107	170	581.254	192.685	215	592.802
ENSG00000090932	DLL3	207.891	2	63.98	172.561	2	400.458
ENSG00000090971	NAT14	62.674	157.001	549.609	431.569	110	193.367
ENSG00000090975	PITPNM2	181.457	1139	62.943	79.998	761.999	72.201
ENSG00000090989	EXOC1	226.237	1477	590.215	273.849	1219.001	284.424
ENSG00000091009	RBM27	234.201	1626.81	300.599	180.937	1752.6	202.469
ENSG00000091010	POU4F3	58.196	3	546.588	252.815	7	522.286
ENSG00000091039	OSBPL8	123.368	2163.999	90.257	12.407	1949.001	269.405
ENSG00000091073	DTX2	132.275	908.054	80.28	406.22	1051.536	220.839
ENSG00000091106	NLRC4	263.646	2	154.555	122.8	0	244.711
ENSG00000091127	PUS7	428.584	390	296.342	325.194	425.999	112.367
ENSG00000091128	LAMB4	130.907	679	574.132	621.307	861.999	90.657
ENSG00000091129	NRCAM	138.062	2	277.825	404.326	67.001	121.062
ENSG00000091136	LAMB1	249.519	11067.001	245.331	165.067	8184.001	386.954
ENSG00000091137	SLC26A4	175.985	832	236.702	281.235	515.999	217.913
ENSG00000091138	SLC26A3	704.72	0	182.242	140.054	0	426.062
ENSG00000091140	DLD	127.377	1178	105.54	71.02	1083.999	224.652
ENSG00000091157	WDR7	79.672	1612	150.128	885.226	1591	113.931
ENSG00000091164	TXNL1	95.889	1252.999	2.687	166.17	956.998	136.513
ENSG00000091181	IL5RA	41.77	0	705.336	110.83	1	109.726
ENSG00000091262	ABCC6	178.669	7	155.123	160.634	41.121	224.919
ENSG00000091317	CMTM6	573.05	2138	446.213	86.198	1640	115.771
ENSG00000091409	ITGA6	440.061	10554.001	283.003	401.008	8070.001	207.782
ENSG00000091428	RAPGEF4	46.468	228	84.429	675.546	205	191.539
ENSG00000091436	MAP3K20	192.371	939.001	122.845	146.133	1125.999	144.993
ENSG00000091482	SMPX	126.399	3	274.2	197.121	1	88.59
ENSG00000091483	FH	368.434	1051.987	18.631	131.49	1034.999	449.785
ENSG00000091490	SEL1L3	105.199	270	127.296	141.426	268	36.122
ENSG00000091513	TF	409.625	156	357.099	317.584	305	67.078
ENSG00000091527	CDV3	249.294	8804.999	181.715	256.117	4919.999	28.274
ENSG00000091536	MYO15A	132.386	18	206.394	297.333	21.999	657.876
ENSG00000091542	ALKBH5	206.431	5366	145.147	58.682	4032	152.831
ENSG00000091583	APOH	535.936	0	141.5	207.675	0	156.692
ENSG00000091592	NLRP1	153.543	2011.349	677.042	287.457	2165.677	192.213
ENSG00000091622	PITPNM3	331.053	1420	464.553	94.645	561	131.191
